REGIAO_EXERC;DE_EXERC;CIE_ESCOLA;UA_EXERC;NOME_UA_EXERC;MUNICIPIO_EXERC;QUADRO_EXERC;DI;CARGO_EXERC;NOME_CARGO_EXERC;CATEG_E;TT_DIAS_FALTA_MEDICA;TT_DIAS_FALTA_JUST;TT_DIAS_FALTA_INJUST;TT_DIAS_LIC_PREMIO;TT_DIAS_LIC_GESTANTE;TT_DIAS_LIC_PATERNIDADE;TT_DIAS_LIC_ACID_TRAB;TT_DIAS_LIC_INTER_PARTIC;TOT_DIAS_AUSENCIAS;TOTAL_DIAS_MES;id_interno
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";912906;80752;EE MARIA O.S.L.FRATTINI-PROFA.;"SOCORRO                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;175508
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";912906;80752;EE MARIA O.S.L.FRATTINI-PROFA.;"SOCORRO                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;1;0;0;0;0;0;0;2;31;164886
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";919214;10702;EE LUZIA DELLA ROSA HACI-PROFA;"NAZARE PAULISTA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;313695
INTERIOR;"D.E.REG. CAMPINAS LESTE ";0;23854;"D.E.REG. CAMPINAS LESTE ";"CAMPINAS                               ";QSE;1;3915;DIRETOR I;C;0;0;0;0;0;0;0;0;3;31;479586
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18200;42767;EE ANA RITA GODINHO POUSA-PROF;"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;10;31;361566
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18302;42795;"EE CARLOS GOMES               ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;30;0;0;0;0;30;31;363855
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18533;42769;"EE TRINTA E UM DE MARCO       ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;164546
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18715;42804;"EE ANTONIO VILELA JR   PROF   ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;192790
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18806;42805;"EE FELIPE CANTUSIO            ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;217560
INTERIOR;"D.E.REG. CAMPINAS LESTE ";35932;46410;EE HILDEBRANDO SIQUEIRA-PROF.;"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;274860
INTERIOR;"D.E.REG. CAMPINAS LESTE ";37965;46428;"EE MARIO NATIVIDADE-DR.      ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;496098
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18156;42813;EE AUREA A.AMERICO GODOI-PROFA;"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;2;31;134337
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18797;42801;"EE BARRETO-DOM                ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;134413
INTERIOR;"D.E.REG. CAMPINAS OESTE ";39895;56506;EE BENEDICTA SALLES P.WUTKE-PF;"CAMPINAS                               ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;2;1;0;0;0;0;0;8;31;203773
INTERIOR;"D.E.REG. CAMPINAS OESTE ";46176;60032;EE NEWTON PIMENTA NEVES-PROF.;"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;183095
INTERIOR;"D.E.REG. CAMPINAS OESTE ";47144;60848;EE JOSE CARLOS A.NOGUEIRA-PROF;"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;0;2;31;309195
INTERIOR;"D.E.REG. CAMPINAS OESTE ";47776;60956;"EE ADOLPHO ROSSIN-MAJOR       ";"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;31;296766
INTERIOR;"D.E.REG. CAMPINAS OESTE ";445897;94465;"EE JARDIM ROSSIN              ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;1;31;340197
INTERIOR;"D.E.REG. CAMPINAS OESTE ";445897;94465;"EE JARDIM ROSSIN              ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;1;31;368968
INTERIOR;"D.E.REG. CAMPINAS OESTE ";901124;64099;EE CELESTE PALANDI MELLO-PROFA;"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;4;31;497967
INTERIOR;"D.E.REG. CAMPINAS OESTE ";907397;73385;EE P-EUGENE CHARBONNEAU-PF.DR.;"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;31;302186
INTERIOR;"D.E.REG. CAMPINAS OESTE ";907397;73385;EE P-EUGENE CHARBONNEAU-PF.DR.;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;223819
INTERIOR;"D.E.REG. CAMPINAS OESTE ";915592;82469;"EE HUGO PENTEADO TEIXEIRA     ";"CAMPINAS                               ";QM-DOCENTE;3;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;12;31;161269
INTERIOR;"D.E.REG. CAMPINAS OESTE ";920642;17591;EE MARIA CARMO R.VON ZUBEN-PFA;"VINHEDO                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;195999
INTERIOR;"D.E.REG. CAMPINAS OESTE ";923394;22721;"EE MARIA H.A.CARDOSO PROF     ";"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;203196
INTERIOR;"D.E.REG. CAPIVARI ";496601;97163;"EE MARIA BERN.A PERES PROF    ";"INDAIATUBA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;1;0;0;0;1;31;230881
INTERIOR;"D.E.REG. CAPIVARI ";496601;97163;"EE MARIA BERN.A PERES PROF    ";"INDAIATUBA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;1;0;0;0;1;31;303370
INTERIOR;"D.E.REG. CAPIVARI ";901167;64103;EE JOSE BONIFACIO CARRETA-PE.;"CAPIVARI                               ";QAE;1;4343;SECRETARIO DE ESCOLA;A;0;0;0;15;0;0;0;0;15;31;226918
INTERIOR;"D.E.REG. CAPIVARI ";920678;17594;"EE CYRIACO S.PIRES-CONEGO     ";"MONTE MOR                              ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;18;31;137529
INTERIOR;D.E.REG. CARAGUATATUBA;0;39643;D.E.REG. CARAGUATATUBA;"CARAGUATATUBA                          ";QSE;1;3923;EXECUTIVO PUBLICO;A;0;0;0;0;0;0;0;0;31;31;212608
INTERIOR;D.E.REG. CARAGUATATUBA;11216;41581;"EE DEOLINDO O.SANTOS-CAPITAO  ";"UBATUBA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;294096
INTERIOR;D.E.REG. CARAGUATATUBA;11373;41571;EE NAIR FERREIRA NEVES-PROFA.;"SAO SEBASTIAO                          ";QAE;1;4343;SECRETARIO DE ESCOLA;A;0;0;0;10;0;0;0;0;10;31;349626
INTERIOR;D.E.REG. CARAGUATATUBA;39559;56443;"EE MARIO TROMBINI-COMENDADOR  ";"CARAGUATATUBA                          ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;26;31;286485
INTERIOR;D.E.REG. CARAGUATATUBA;46747;60893;"EE MARIA ALICE ALVES PEREIRA  ";"UBATUBA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;23;31;347257
INTERIOR;D.E.REG. CATANDUVA;26554;43996;"EE JOAQUIM ALVES FIGUEIREDO   ";"CATANDUVA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;213791
INTERIOR;D.E.REG. CATANDUVA;26578;44069;"EE ANTONIO CARLOS             ";"CATIGUA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;318337
INTERIOR;D.E.REG. CATANDUVA;26578;44069;"EE ANTONIO CARLOS             ";"CATIGUA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;307143
INTERIOR;D.E.REG. CATANDUVA;26657;44000;"EE ALFREDO MINERVINO          ";"CATANDUVA                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;225304
INTERIOR;D.E.REG. CATANDUVA;26748;43991;"EE PAULO DE LIMA CORREA       ";"CATANDUVA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;210148
INTERIOR;D.E.REG. CATANDUVA;27923;44013;"EE MARIO FLORENCE-PROF.      ";"NOVO HORIZONTE                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;288377
INTERIOR;D.E.REG. CATANDUVA;65985;27604;EE CLEOMERIO JOSE CAMPI PROF.;"CATANDUVA                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;3;31;498809
INTERIOR;D.E.REG. FERNANDOPOLIS;0;39695;D.E.REG. FERNANDOPOLIS;"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;15;0;0;0;0;15;31;268892
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;293186
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;302162
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;302386
INTERIOR;D.E.REG. FRANCA;23059;43543;"EE HENRIQUE LESPINASSE-PROF. ";"ITIRAPUA                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;135753
INTERIOR;D.E.REG. FRANCA;23176;43318;"EE MARIO D'ELIA               ";"FRANCA                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;498166
INTERIOR;D.E.REG. FRANCA;442324;94272;EE ODETTE BUENO RIBEIRO-PROFA.;"FRANCA                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;231797
INTERIOR;D.E.REG. FRANCA;900679;64167;"EE SUELY MACHADO DA SILVA     ";"FRANCA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;191637
INTERIOR;D.E.REG. FRANCA;900679;64167;"EE SUELY MACHADO DA SILVA     ";"FRANCA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;154816
INTERIOR;D.E.REG. FRANCA;905720;70807;"EE EVARISTO FABRICIO-PROF.   ";"FRANCA                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;3;0;5;31;445707
INTERIOR;D.E.REG. GUARATINGUETA;12373;41711;"EE HUMBERTO TURNER            ";"CRUZEIRO                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;6;0;0;0;0;6;31;281878
INTERIOR;D.E.REG. GUARATINGUETA;12397;41712;"EE MARIO DA SILVA PINTO-DR.  ";"CRUZEIRO                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;1;31;193535
INTERIOR;D.E.REG. GUARATINGUETA;12634;41734;EE CLOTILDE AYELLO ROCHA-PROFA;"GUARATINGUETA                          ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;137718
INTERIOR;D.E.REG. GUARATINGUETA;12634;41734;EE CLOTILDE AYELLO ROCHA-PROFA;"GUARATINGUETA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;255656
INTERIOR;D.E.REG. GUARATINGUETA;12661;41735;EE RODRIGUES ALVES-CONSELHEIRO;"GUARATINGUETA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;27;31;209273
INTERIOR;D.E.REG. GUARATINGUETA;12944;41759;"EE GABRIEL PRESTES            ";"LORENA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;211219
INTERIOR;D.E.REG. GUARATINGUETA;13018;41787;"EE DARWIN FELIX-PROF.        ";"PIQUETE                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;0;0;0;0;0;0;0;1;31;162339
INTERIOR;D.E.REG. GUARATINGUETA;13055;41696;"EE MARIA IZABEL FONTOURA      ";"CACHOEIRA PAULISTA                     ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;1;0;0;0;0;0;0;0;1;31;139074
INTERIOR;D.E.REG. GUARATINGUETA;921725;20073;EE SYLVIO JOSE M.COELHO-PROF.;"GUARATINGUETA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;200300
INTERIOR;"D.E.REG. ITAPETININGA ";14990;41927;"EE IVENS VIEIRA               ";"ANGATUBA                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;196898
INTERIOR;"D.E.REG. ITAPETININGA ";15040;41935;"EE PEIXOTO GOMIDE             ";"ITAPETININGA                           ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;236784
INTERIOR;"D.E.REG. ITAPETININGA ";15143;41939;"EE DARCY VIEIRA               ";"ITAPETININGA                           ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;0;31;31;134569
INTERIOR;"D.E.REG. ITAPETININGA ";15180;41938;EE CORINA CACAPAVA BARTH-PROFA;"ITAPETININGA                           ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;9;0;0;0;0;9;31;363242
INTERIOR;"D.E.REG. ITAPETININGA ";15192;41942;"EE FONSECA-MAJOR              ";"ITAPETININGA                           ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;171762
INTERIOR;"D.E.REG. ITAPETININGA ";903197;69103;EE ORESTES ORIS ALBUQUERQUE-PF;"ANGATUBA                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;11;31;264677
INTERIOR;"D.E.REG. ITAPETININGA ";905239;70835;"EE PERICLES GALVAO-PROF.     ";"ITAPETININGA                           ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;0;0;0;0;0;0;0;1;31;143508
INTERIOR;"D.E.REG. ITAPETININGA ";910557;77577;"EE EVONIO MARQUES-PROF.      ";"ITAPETININGA                           ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;293383
INTERIOR;"D.E.REG. ITAPETININGA ";916432;88503;"EE FERNANDO GUEDES MORAES-PRO ";"TATUI                                  ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;0;0;0;0;0;31;31;250915
INTERIOR;"D.E.REG. ITAPEVA  ";15568;41964;"EE FRANCELINA FRANCO-PROFA.  ";"BURI                                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;162600
INTERIOR;"D.E.REG. ITAPEVA  ";15568;41964;"EE FRANCELINA FRANCO-PROFA.  ";"BURI                                   ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;342899
INTERIOR;"D.E.REG. ITARARE  ";15283;41993;EE APARICIO BIGLIA FILHO-PROF.;"BOM SUCESSO DE ITARARE                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;20;31;223455
INTERIOR;"D.E.REG. ITARARE  ";15325;41986;"EE TOME TEIXEIRA              ";"ITARARE                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;189259
INTERIOR;"D.E.REG. ITARARE  ";15581;41960;EE SANDRA REGINA PIRES - PROFA;"BARAO DE ANTONINA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;154380
INTERIOR;D.E.REG. ITU;15726;42010;EE PEDRO FERNANDES CAMARGO-PF.;"PORTO FELIZ                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;224368
INTERIOR;D.E.REG. ITU;15763;42016;"EE TANCREDO DO AMARAL         ";"SALTO                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;22;0;0;0;0;0;22;31;495654
INTERIOR;D.E.REG. ITU;16858;42139;"EE GASPAR RICARDO JUNIOR-DR. ";"IPERO                                  ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;A;0;0;0;25;0;0;0;0;25;31;239947
INTERIOR;D.E.REG. ITU;914514;81129;EE OTILIA DE PAULA LEITE-PROFA;"SALTO                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;269025
INTERIOR;D.E.REG. ITU;924118;23832;EE ROSA MARIA M.M.FREIRE-PROFA;"ITU                                    ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;146544
INTERIOR;D.E.REG. ITU;924118;23832;EE ROSA MARIA M.M.FREIRE-PROFA;"ITU                                    ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;258870
INTERIOR;D.E.REG. JABOTICABAL;23577;43566;EE LUIZ ZACHARIAS DE LIMA-DR.;"MONTE ALTO                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;218098
INTERIOR;"D.E.REG. JACAREI  ";0;67421;"D.E.REG. JACAREI  ";"JACAREI                                ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;0;0;0;0;31;31;31;132897
INTERIOR;"D.E.REG. JACAREI  ";6415;44275;"EE RENE OLIVEIRA BARBOSA-DR. ";"ARUJA                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;147129
INTERIOR;"D.E.REG. JACAREI  ";6762;40834;"EE ROBERTO FEIJO-DR.         ";"GUARAREMA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;215248
GDE_SP;D.E.REG. SUZANO;923448;22849;"EE LUIZA HIDAKA-PROFA.       ";"SUZANO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;364214
GDE_SP;D.E.REG. SUZANO;923849;23494;EE OLAVO LEONEL FERREIRA-PROF.;"SUZANO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;30;30;31;212432
GDE_SP;D.E.REG. SUZANO;925846;26822;EE TOCHICHICO YOCHICAVA-PROF.;"SUZANO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;149116
GDE_SP;D.E.REG. SUZANO;925846;26822;EE TOCHICHICO YOCHICAVA-PROF.;"SUZANO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;353618
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10133;41301;"EE MARIA AUXILIADORA          ";"EMBU DAS ARTES                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;226949
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10194;41399;"EE ALIPIO OLIVEIRA SILVA-PROF ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;160680
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10261;41405;"EE ALMIR PEREIRA BAHIA-REV.  ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;420046
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10261;41405;"EE ALMIR PEREIRA BAHIA-REV.  ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;460373
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10261;41405;"EE ALMIR PEREIRA BAHIA-REV.  ";"TABOAO DA SERRA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;237505
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10315;41302;EE IRACEMA BELLO ORICCHIO-DRA.;"EMBU DAS ARTES                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;145546
GDE_SP;"D.E.REG. TABOAO DA SERRA ";10352;41400;"EE WANDYCK FREITAS-JORNAL.   ";"TABOAO DA SERRA                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;31;160158
GDE_SP;"D.E.REG. TABOAO DA SERRA ";37114;41307;"EE TADAKIYO SAKAI             ";"EMBU DAS ARTES                         ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;0;31;31;349595
GDE_SP;"D.E.REG. TABOAO DA SERRA ";37540;46347;"EE JOAO MARTINS               ";"EMBU DAS ARTES                         ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;0;28;31;336646
GDE_SP;"D.E.REG. TABOAO DA SERRA ";37540;46347;"EE JOAO MARTINS               ";"EMBU DAS ARTES                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;22;31;220344
GDE_SP;"D.E.REG. TABOAO DA SERRA ";906463;71117;"EE EDGARD FRANCISCO           ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;159308
GDE_SP;"D.E.REG. TABOAO DA SERRA ";908605;74098;"EE ELI URIAS MUZEL - PROF.   ";"EMBU DAS ARTES                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;273443
GDE_SP;"D.E.REG. TABOAO DA SERRA ";908712;75985;"EE AMELIA DOS ANJOS OLIVEIRA  ";"EMBU DAS ARTES                         ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;15;0;0;0;0;15;31;201936
GDE_SP;"D.E.REG. TABOAO DA SERRA ";912682;80579;"EE NEUSA DEMETRIO-PROFA.     ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;22;22;31;236017
INTERIOR;D.E.REG. ADAMANTINA;30788;44544;"EE JOSE FIRPO                 ";"LUCELIA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;3;0;0;0;0;3;31;354020
INTERIOR;D.E.REG. ADAMANTINA;30806;44525;"EE HELEN KELLER               ";"ADAMANTINA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;194282
INTERIOR;D.E.REG. ADAMANTINA;31112;44531;EE FLEURIDES C.MENECHINO-PROFA;"ADAMANTINA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;209693
INTERIOR;D.E.REG. ADAMANTINA;911173;79292;"EE ALFREDO MACHADO            ";"DRACENA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;211575
INTERIOR;D.E.REG. ADAMANTINA;922584;21385;EE MARIA APARECIDA LOPES-PROFA;"OSVALDO CRUZ                           ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;197378
INTERIOR;D.E.REG. AMERICANA;16949;42835;"EE OCTAVIO SOARES DE ARRUDA   ";"AMERICANA                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;1;1;0;0;0;0;0;5;31;500595
INTERIOR;D.E.REG. AMERICANA;17176;42824;"EE MAGGI-MONSENHOR            ";"AMERICANA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;13;13;31;280514
INTERIOR;D.E.REG. AMERICANA;17346;44286;"EE GERMANO BENENCASE-MAESTRO  ";"AMERICANA                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;204617
